128,0.000000
132,0.000000
136,844.993512
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,610.339844
164,0.000000
168,553.195862
172,528.545836
176,0.000000
180,0.000000
184,461.853143
188,441.755319
192,423.852539
196,407.036131
200,390.637500
204,750.619954
208,361.147837
212,347.910733
216,669.798097
220,322.824380
224,622.825654
228,300.552093
232,580.590443
236,561.083381
240,542.545139
244,524.877385
248,508.095408
252,492.093411
256,715.277100
260,462.252959
264,448.374369
268,652.667632
272,633.400465
276,615.489130
280,597.896684
284,581.173130
288,565.159626
292,732.996341
296,535.011870
300,520.814444
304,507.213037
308,658.822103
312,642.179282
316,625.797148
320,763.036133
324,744.210105
328,726.175825
332,708.781209
336,692.004145
340,810.980969
344,792.232288
348,774.040494
352,756.633361
356,863.031814
360,723.264660
364,707.564002
368,692.269465
372,790.371719
376,884.163507
380,865.648199
384,847.705078
388,934.027261
392,813.536677
396,896.752882
400,878.888750
404,861.586487
408,938.637784
412,920.502050
416,993.171575
420,974.285147
424,956.110938
428,938.253887
432,920.961934
436,1068.473298
440,968.547521
444,1030.374970
448,1012.057557
452,994.223804
456,976.859226
460,959.876654
464,1016.037920
468,1070.136606
472,981.890082
476,1103.378116
480,1085.066406
484,1067.203401
488,1049.780805
492,1161.878264
496,1079.702133
500,1108.429600
504,1107.212538
508,1150.433226
512,1609.318542
516,1173.677964
520,1213.480769
524,1251.918959
528,1120.934128
532,1269.802561
536,1250.886542
540,1232.379287
544,1267.198989
548,1300.761229
552,1230.664186
556,1314.106736
560,1295.435906
564,1326.247108
568,1307.630864
572,1362.667184
576,1318.654755
580,1393.424495
584,1374.370191
588,1400.984833
592,1337.505992
596,1407.592563
600,1432.253333
604,1456.209432
608,1394.868583
612,1460.101884
616,1441.202406
620,1503.962799
624,1444.585953
628,1505.504534
632,1486.508072
636,1506.498705
640,2021.756104
644,1544.677819
648,1525.639908
652,1543.734004
656,1524.984198
660,1578.248623
664,1559.318070
668,1569.640584
672,1557.036565
676,1607.046978
680,1621.969507
684,1636.422532
688,1617.497634
692,1664.083957
696,1644.991288
700,1690.067959
704,1639.369391
708,1714.415158
712,1664.400999
716,1721.366764
720,1657.759452
724,1728.896974
728,1709.951055
732,1749.615732
736,1701.804148
740,1769.074507
744,1750.124653
748,1815.195423
752,1768.346289
756,1831.677970
760,1812.429363
764,1820.311772
768,2437.157016
